country,year,sex,name,count
GB,1996,F,Ashleigh-Paige,4
GB,1996,F,Ashley,287
GB,1996,F,Ashlie,29
GB,1996,F,Ashlyn,7
GB,1996,F,Ashna,5
GB,1996,F,Ashni,3
GB,1996,F,Ashton,37
GB,1996,F,Ashvini,3
GB,1996,F,Asia,30
GB,1996,F,Asifa,4
GB,1996,F,Asima,3
GB,1996,F,Asiya,10
GB,1996,F,Asiyah,5
GB,1996,F,Asli,5
GB,1996,F,Asma,47
GB,1996,F,Asmaa,8
GB,1996,F,Asmah,4
GB,1996,F,Assia,3
GB,1996,F,Aston,10
GB,1996,F,Astra,9
GB,1996,F,Astrid,14
GB,1996,F,Atalanta,7
GB,1996,F,Athena,28
GB,1996,F,Athene,4
GB,1996,F,Athina,5
GB,1996,F,Atika,4
GB,1996,F,Atikah,4
GB,1996,F,Atiya,10
GB,1996,F,Atiyah,5
GB,1996,F,Atiyyah,6
GB,1996,F,Atlanta,103
GB,1996,F,Attiya,6
GB,1996,F,Audrey,5
GB,1996,F,Augusta,8
GB,1996,F,Aurelia,7
GB,1996,F,Aurelie,4
GB,1996,F,Auriol,3
GB,1996,F,Aurora,16
GB,1996,F,Autumn,80
GB,1996,F,Ava,30
GB,1996,F,Avalon,6
GB,1996,F,Avani,3
GB,1996,F,Averil,3
GB,1996,F,Avisha,3
GB,1996,F,Avital,4
GB,1996,F,Avneet,17
GB,1996,F,Avni,5
GB,1996,F,Avril,5
GB,1996,F,Awen,8
GB,1996,F,Aya,16
GB,1996,F,Ayah,10
GB,1996,F,Ayan,9
GB,1996,F,Ayanna,6
GB,1996,F,Ayeesha,4
GB,1996,F,Ayeisha,5
GB,1996,F,Ayesha,271
GB,1996,F,Ayeshah,3
GB,1996,F,Ayeshia,6
GB,1996,F,Ayisha,15
GB,1996,F,Ayla,30
GB,1996,F,Aylin,4
GB,1996,F,Aylish,9
GB,1996,F,Aylisha,3
GB,1996,F,Aynsley,3
GB,1996,F,Ayobami,3
GB,1996,F,Ayodele,3
GB,1996,F,Ayomide,9
GB,1996,F,Ayse,22
GB,1996,F,Aysha,94
GB,1996,F,Ayshe,3
GB,1996,F,Ayshea,3
GB,1996,F,Azaria,7
GB,1996,F,Azima,4
GB,1996,F,Aziza,8
GB,1996,F,Azka,4
GB,1996,F,Azmeena,3
GB,1996,F,Azmina,4
GB,1996,F,Azra,6
GB,1996,F,Azraa,5
GB,1996,F,Baby,3
GB,1996,F,Bahar,5
GB,1996,F,Bailey,26
GB,1996,F,Bailie,4
GB,1996,F,Baljinder,4
GB,1996,F,Baljit,4
GB,1996,F,Balpreet,3
GB,1996,F,Bansri,3
GB,1996,F,Barbara,26
GB,1996,F,Bavita,4
GB,1996,F,Bayan,3
GB,1996,F,Baylee,5
GB,1996,F,Bayleigh,6
GB,1996,F,Bayley,4
GB,1996,F,Beatrice,117
GB,1996,F,Beatrix,14
GB,1996,F,Beau,6
GB,1996,F,Becca,4
GB,1996,F,Becki,11
GB,1996,F,Beckie,19
GB,1996,F,Becky,146
GB,1996,F,Begum,7
GB,1996,F,Beki,3
GB,1996,F,Belinda,43
GB,1996,F,Bella,23
GB,1996,F,Belle,7
GB,1996,F,Belynda,3
GB,1996,F,Benita,7
GB,1996,F,Berfin,8
GB,1996,F,Berna,3
GB,1996,F,Bernadette,39
GB,1996,F,Bernadine,3
GB,1996,F,Bernice,14
GB,1996,F,Beryl,4
GB,1996,F,Bessie,5
GB,1996,F,Beth,656
GB,1996,F,Beth-Anne,3
GB,1996,F,Bethan,825
GB,1996,F,Bethane,3
GB,1996,F,Bethanee,4
GB,1996,F,Bethaney,29
GB,1996,F,Bethani,3
GB,1996,F,Bethanie,144
GB,1996,F,Bethannie,10
GB,1996,F,Bethany,4271
GB,1996,F,Bethany-Anne,4
GB,1996,F,Bethany-Jane,6
GB,1996,F,Bethany-Jayne,4
GB,1996,F,Bethany-Louise,6
GB,1996,F,Bethany-Rose,6
GB,1996,F,Bethen,6
GB,1996,F,Betheny,6
GB,1996,F,Bethia,6
GB,1996,F,Bethney,6
GB,1996,F,Betsan,5
GB,1996,F,Betsy,22
GB,1996,F,Bettina,3
GB,1996,F,Betty,18
GB,1996,F,Betul,5
GB,1996,F,Beverley,26
GB,1996,F,Beverly,6
GB,1996,F,Bhakti,5
GB,1996,F,Bhavika,3
GB,1996,F,Bhavini,7
GB,1996,F,Bhavisha,7
GB,1996,F,Bhavna,3
GB,1996,F,Bhumi,3
GB,1996,F,Bhumika,4
GB,1996,F,Bianca,62
